age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
0.4,Private,0.5072257403729656,Bachelors,1.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,1.0,United-States,<=50K
-0.85,Private,1.5878517630306892,Some-college,0.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,-3.0,United-States,<=50K
-0.15,Private,-0.6679198777598747,9th,-1.6666666666666667,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,-0.4,United-States,<=50K
-0.8,Private,1.028794710699758,HS-grad,-0.3333333333333333,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,-1.0,Mexico,<=50K
-0.95,Local-gov,-0.2161893223084065,10th,-1.3333333333333333,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,-6.8,United-States,<=50K
0.55,Federal-gov,2.540700216085235,Some-college,0.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,0.0,United-States,<=50K
-0.3,Private,-0.9818804827985328,HS-grad,-0.3333333333333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.35,Private,2.16235537069651,Bachelors,1.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,-4.0,Peru,<=50K
-0.3,Federal-gov,-0.4300345986185533,Assoc-voc,0.3333333333333333,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,0.0,United-States,<=50K
0.15,Private,-0.1727141388024964,Some-college,0.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,-0.4,United-States,<=50K
-0.45,Private,0.7321542323977966,Some-college,0.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.3,Private,1.2463871298135172,HS-grad,-0.3333333333333333,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,2238.0,0.0,United-States,<=50K
0.5,Private,-0.5267858258078215,Assoc-voc,0.3333333333333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
1.0,Local-gov,-1.0481799294704457,HS-grad,-0.3333333333333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,6.4,United-States,<=50K
0.4,Private,-0.1065729048267362,Some-college,0.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,4.8,United-States,<=50K
-0.7,,0.8620385289550051,10th,-1.3333333333333333,Never-married,,Own-child,Black,Female,0.0,0.0,0.0,United-States,<=50K
-0.6,Private,0.6942581281772648,HS-grad,-0.3333333333333333,Never-married,Sales,Own-child,White,Male,0.0,0.0,-1.0,United-States,<=50K
-0.45,Private,-1.2966987671900176,HS-grad,-0.3333333333333333,Never-married,Transport-moving,Unmarried,White,Male,0.0,0.0,3.0,United-States,<=50K
-0.5,Private,0.5622088157779693,HS-grad,-0.3333333333333333,Separated,Machine-op-inspct,Own-child,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.6,Federal-gov,-1.0666158720642176,Bachelors,1.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,1.0,United-States,<=50K
0.1,Private,-0.7708996889871473,Some-college,0.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.95,Private,-0.6103887452484148,Bachelors,1.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,2.0,Haiti,<=50K
0.1,Federal-gov,-0.4044541037458937,Some-college,0.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
-0.75,Private,-0.8174142216559873,Some-college,0.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,-3.0,United-States,<=50K
-0.95,,0.2706894326409446,HS-grad,-0.3333333333333333,Never-married,,Own-child,White,Male,0.0,0.0,-5.0,United-States,<=50K
2.35,Private,0.0847978416457451,HS-grad,-0.3333333333333333,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,-4.8,United-States,<=50K
-0.3,Private,0.5437312382641569,HS-grad,-0.3333333333333333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.8,Private,-0.7287818038745456,11th,-1.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,0.0,United-States,<=50K
-0.95,Private,-0.6541137382745656,11th,-1.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,-4.8,United-States,<=50K
-0.1,Self-emp-not-inc,-0.586906650345778,HS-grad,-0.3333333333333333,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,-7.0,Canada,<=50K
-0.65,Private,-0.6478351923325131,Bachelors,1.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,-4.0,United-States,<=50K
2.0,Self-emp-not-inc,0.0491416961233725,Bachelors,1.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,-4.0,United-States,<=50K
0.5,Private,3.952315526078032,10th,-1.3333333333333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.85,Private,-0.3248980985332018,HS-grad,-0.3333333333333333,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.9,Private,-1.0108500601624597,Some-college,0.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,-2.0,United-States,<=50K
-0.5,,0.944300803970306,Bachelors,1.0,Married-civ-spouse,,Not-in-family,Other,Female,0.0,0.0,-6.8,Mexico,<=50K
-0.2,Private,2.0130525474325824,5th-6th,-2.333333333333333,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,0.0,Mexico,<=50K
1.65,Private,0.0811589496342372,11th,-1.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.4,Private,1.41432574328741,7th-8th,-2.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,0.8,Mexico,<=50K
-0.35,Private,-0.2953539592727212,12th,-0.6666666666666666,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.55,Private,-0.5734752251408302,Some-college,0.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.65,Local-gov,0.4973166294034132,Masters,1.3333333333333333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.95,Local-gov,-1.0199431266992252,10th,-1.3333333333333333,Never-married,Other-service,Own-child,White,Male,0.0,0.0,-3.0,United-States,<=50K
-0.7,Federal-gov,1.183676613249064,HS-grad,-0.3333333333333333,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.85,Private,0.3302690032183793,Some-college,0.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,-1.0,United-States,<=50K
-0.75,Private,-0.9115257949147108,HS-grad,-0.3333333333333333,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,0.0,United-States,<=50K
0.5,Private,-0.0527722611508724,Some-college,0.0,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
