age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
-0.15,Private,-0.0712914735847249,Masters,1.3333333333333333,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
-0.5,Private,-0.4858920073443999,Some-college,0.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,3.0,,<=50K
-0.75,Private,0.2129251445772598,Some-college,0.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.65,,1.94861001819446,HS-grad,-0.3333333333333333,Married-civ-spouse,,Wife,White,Female,0.0,0.0,0.0,Mexico,<=50K
-0.1,Private,0.0935744827902058,Some-college,0.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,-0.4,United-States,<=50K
0.55,Local-gov,-0.633421183014618,Bachelors,1.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,-1.0,United-States,<=50K
0.2,Private,-0.1742629578279894,HS-grad,-0.3333333333333333,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,0.0,United-States,<=50K
1.1,Private,-0.8945220935703193,Bachelors,1.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,3.0,United-States,>50K
-0.7,Private,0.0330789439718881,Some-college,0.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,0.0,United-States,<=50K
0.15,Private,1.701656653468397,HS-grad,-0.3333333333333333,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,2.0,United-States,<=50K
-0.15,Private,1.3040015321650575,Masters,1.3333333333333333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
0.2,Private,0.0069821760907308,HS-grad,-0.3333333333333333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.05,State-gov,0.0217126108009309,Bachelors,1.0,Never-married,Protective-serv,Unmarried,Black,Female,0.0,0.0,0.0,United-States,<=50K
1.0,Self-emp-inc,-0.2668090580932039,HS-grad,-0.3333333333333333,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,-2.0,United-States,>50K
0.95,Private,0.8021425329852654,9th,-1.6666666666666667,Widowed,Sales,Unmarried,White,Female,0.0,0.0,0.0,United-States,<=50K
0.0,Private,0.0111873030147845,10th,-1.3333333333333333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.5,Self-emp-inc,-0.4585628458300546,Masters,1.3333333333333333,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
-0.85,Private,-0.0670613657086471,Some-college,0.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,-1.0,United-States,<=50K
1.4,,-0.5011303880790897,HS-grad,-0.3333333333333333,Married-civ-spouse,,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
1.2,,0.5555055936515074,Bachelors,1.0,Married-civ-spouse,,Husband,White,Male,4386.0,0.0,0.0,United-States,>50K
0.0,Self-emp-not-inc,-0.6595262778797834,Prof-school,1.6666666666666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,2.0,United-States,>50K
-0.2,Private,-0.7188976738570173,HS-grad,-0.3333333333333333,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.65,Private,-0.1318369743070908,HS-grad,-0.3333333333333333,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,0.0,South,<=50K
-0.45,State-gov,-0.189418068722599,Bachelors,1.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,3.0,United-States,<=50K
-1.0,Self-emp-not-inc,-1.2067007240312595,11th,-1.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,-5.0,United-States,<=50K
-0.3,Private,-0.5543897777944318,9th,-1.6666666666666667,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,0.6,United-States,>50K
