age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
-0.95,Private,-1.0597377832735873,10th,-1.3333333333333333,Never-married,Other-service,Own-child,White,Male,0.0,0.0,-6.8,United-States,<=50K
0.95,Self-emp-not-inc,-0.9184954805294296,HS-grad,-0.3333333333333333,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.7,Private,-0.2379060966013415,Some-college,0.0,Married-spouse-absent,Other-service,Not-in-family,White,Male,0.0,0.0,1.0,United-States,<=50K
0.4,Private,0.0418306041643247,Some-college,0.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.35,Private,3.793753096597178,Some-college,0.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,1.0,United-States,<=50K
1.2,Private,-0.441242719093358,HS-grad,-0.3333333333333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
1.0,Private,-0.3423514570140268,Some-college,0.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
-0.4,Private,0.1016350033099761,12th,-0.6666666666666666,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,-1.0,,<=50K
1.75,,-0.7953060791146751,11th,-1.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.05,Private,-0.623037433956608,HS-grad,-0.3333333333333333,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.7,Private,-0.0282326392792162,Some-college,0.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,-2.0,United-States,<=50K
-0.25,Self-emp-not-inc,1.675951253835617,Assoc-voc,0.3333333333333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.25,Private,-0.4511601570469183,Some-college,0.0,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,2.0,United-States,<=50K
1.6,Self-emp-not-inc,-0.6173750848311496,7th-8th,-2.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,3.0,United-States,<=50K
-0.45,Private,1.6446667749174588,Bachelors,1.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,2.0,United-States,<=50K
0.15,Private,0.1477831486824629,Some-college,0.0,Divorced,Transport-moving,Not-in-family,Black,Female,0.0,0.0,0.0,United-States,<=50K
-0.95,,-0.7320626355737084,HS-grad,-0.3333333333333333,Never-married,,Own-child,White,Male,0.0,0.0,-4.0,United-States,<=50K
0.65,Private,-0.5763230536715754,9th,-1.6666666666666667,Married-civ-spouse,Craft-repair,Husband,White,Male,2885.0,0.0,0.0,United-States,<=50K
-0.4,Private,-1.155423156509828,HS-grad,-0.3333333333333333,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,0.0,United-States,<=50K
0.9,Local-gov,-0.0778947719030905,HS-grad,-0.3333333333333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.8,United-States,<=50K
0.2,Private,-0.4747588297256675,HS-grad,-0.3333333333333333,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
-0.65,,-0.049899451668103,Bachelors,1.0,Never-married,,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,-3.0,Taiwan,<=50K
1.6,Private,1.5273062623083231,Prof-school,1.6666666666666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,-7.4,United-States,<=50K
1.35,Private,-0.5661891141338063,HS-grad,-0.3333333333333333,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
0.0,Private,1.725230345195122,7th-8th,-2.0,Separated,Other-service,Unmarried,Black,Male,0.0,0.0,0.0,United-States,<=50K
-0.75,Private,0.3734527422840084,HS-grad,-0.3333333333333333,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,2.8,United-States,<=50K
0.6,Local-gov,1.0500451738882437,Masters,1.3333333333333333,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,6.0,United-States,<=50K
-0.45,Private,-0.3427344982783961,HS-grad,-0.3333333333333333,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,-1.0,United-States,<=50K
0.2,Private,0.0536132865356832,Some-college,0.0,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,3.8,United-States,<=50K
-0.65,Federal-gov,1.0689391006024571,HS-grad,-0.3333333333333333,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
0.1,Private,0.0389994296015954,Masters,1.3333333333333333,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
-0.5,Private,-0.514378619635861,Masters,1.3333333333333333,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,0.0,United-States,<=50K
0.65,Private,-0.8068139710137686,HS-grad,-0.3333333333333333,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,-2.0,United-States,<=50K
-0.8,Private,-0.7919919394794802,Some-college,0.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,-3.0,Germany,<=50K
0.0,Private,-0.0895025876102805,HS-grad,-0.3333333333333333,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,0.0,Guatemala,<=50K
-0.4,Private,0.5543814508104237,Bachelors,1.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,0.0,United-States,<=50K
-0.55,Private,1.1268782553303107,Some-college,0.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,-2.0,United-States,<=50K
0.35,Private,-1.0286614789556296,Some-college,0.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,2.0,United-States,<=50K
-0.7,Private,-0.1431699995420158,HS-grad,-0.3333333333333333,Never-married,Craft-repair,Own-child,Black,Male,2597.0,0.0,0.0,United-States,<=50K
0.85,Federal-gov,1.283175745160981,12th,-0.6666666666666666,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,0.0,United-States,<=50K
